raw_user_id,seed,past-only NDCG@20,+coherent NDCG@20,diff
xRXWUPEgcKxJz-LQXFZpvw,42,0,0,0
xRXq4R3FmyI_gIHtGLqdHQ,42,0,0,0
xRsK05J7MEo7lV1kru3bLQ,42,0.45250815,0.37583303,-0.076675121
xS7RNp94koln5JgNPIbxig,42,0,0,0
xSMhOhMuqgOiqC_23Mn_wA,42,0,0,0
xSU5rO5SLgI9OMY29pD3MQ,42,0,0,0
xSYB0uJODZEAGJVXMBGq3Q,42,0,0,0
xS_1PFhIlEChnl4pmO6p9g,42,0,0,0
xSfd0Yq0zNxhRn8j5AKcNA,42,0,0,0
xUxyfBWlrhIpr36p9MlYcg,42,0,0,0
xVeizuWJzhsAdkZ0MfrPVA,42,0,0,0
xVgB3oWeTZ0FtuTyAN7zzQ,42,0,0,0
xVuXPljZRPk90K30A8kupg,42,0,0,0
xWSow25oW0oxSI_hCZ41Yg,42,0,0,0
xWbq5YaDhT36IYsOmAydvg,42,0,0,0
xWo5LSE7Tv3gNp-rGE9qZw,42,0,0,0
xX9Xl6Yq16SvdOsvxBRhTg,42,0,0,0
xXVWvQef2Bd8ir38X7I-zw,42,0,0,0
xXoc8NO_MXq4zHX_N9a0KA,42,0,0,0
xZ5nuRO49izbeqouxG-h6A,42,0,0,0
x_0ZFK-S5UQE5lbn1vsXUw,42,0,0,0
x_CMTLjBJVA6nWhuMblUDQ,42,0.24249278,0.23579473,-0.0066980497
x_Frpa8QWc25FDJ5BJM8tg,42,0.10889376,0,-0.10889376
x_oKLABbfrx626bZtmLKhw,42,0,0,0
xa0vHkaID4kZ6BSfweP1Ew,42,0,0.1175161,0.1175161
xaX2xvXTRt78WJ-AHJ_Vlw,42,0.097912925,0.074282073,-0.023630852
xcGPD8pdfyugcZ8SskvP1Q,42,0,0,0
xcInMSLP1vhZdact4TGzyw,42,0,0,0
xcdgtVCNkwFseitJSdRnXA,42,0.54379275,0.5368596,-0.0069331513
xciuLCCHQtdg4QoN_EjN5w,42,0.46927873,0.46927873,0
xe0HCUloxUjA9VngKwwEaw,42,0,0,0
xeDcC0ZVasU8VDDdCsfrVA,42,0.33916021,0.33916021,0
xeFtjq0o8uMC3Kwwub9GFA,42,0,0,0
xfjWvKzAqhvbtg1huVA9_Q,42,0,0,0
xgGYB4NCz8ZsDpI-st-g9g,42,0,0,0
xhV0evzsT2wE5D0LO8zHVA,42,0,0,0
xiVOHH_mYEK8_b0hOYTDfg,42,0.090100009,0.12647135,0.036371343
xkLRTaTDoZr20Lk-kKp18Q,42,0,0,0
xkmypny5H5-kFJR2LfbRcw,42,0,0,0
xlEyP85qs0mNV2rspP4MgA,42,0.63092975,0.27894295,-0.35198681
xmLLrhc34KMMx6e24MUqNQ,42,0,0,0
xmm6CUZE7dctB79d3IWnvA,42,0,0,0
xnnS5fZUAStMc20C5KdwLA,42,0,0,0
xnwe_mJoMTAKPuk_-Nk_AQ,42,0,0,0
xoF5UIiR1MscrxMhKGKGlg,42,0,0,0
xoMtvN3OjTNuA9FLAm_peQ,42,0,0,0
xoPwsLNfF8MCESQ7flu4-Q,42,0,0,0
xopaCtwpnCprkynKty-mYw,42,0,0,0
xppDW7-E6c-rDNMq5YA24g,42,0,0,0
xqjhgh6G_fd0l6FPeKrp5A,42,0,0,0
xqmyAQXVBUQ4JvdG2T8XLA,42,0.15958908,0.079794539,-0.079794539
xqybfWaTzzst2ZlpWCjUNA,42,0,0,0
xrCxWeHjVOCv2-fH-sRNmQ,42,0,0,0
xrMRQN0APR7PZuqRYTaRTg,42,0,0,0
xs7xL0iyDP7Q8dtuAlX4gw,42,1,1,0
xt6fHEl0lHQ9ogxWSPtWuQ,42,0,0,0
xtIz_tKpH-vFmLtQQYwLZg,42,0.24630239,0.24630239,0
xu_bd_3CSJbMgD3PKxkaVA,42,0,0,0
xudItvqWCVJsDzk1qqo5JA,42,0,0,0
xuryiOCxJNa4DNyrNCkGMg,42,0,0,0
xuzNMdcvlTUzYDO4BaB3Aw,42,0,0,0
xvW0kYzR4gYlM4_F3t0p3w,42,0,0,0
xvvXYgohFoskgg6WiVchvw,42,0,0,0
xwsQfP66TVvV-3g2G9ngmA,42,0,0,0
xxc751tvn4uLZNe7o_Z86w,42,0,0,0
xy73BfEs7UKuT1PImQWM1g,42,0,0,0
xz40QnB6ojaWIS_2KpcEKg,42,0,0,0
xzaMmu8UCDbkG2UYiuXiig,42,0,0,0
y-MbemaPTMgJpB3hklmjLw,42,0,0,0
y-ihe4xLRCSibVjmF2jAHw,42,0,0,0
y0MwqMMYGt9lvQQsFVB-ug,42,0,0,0
y0TidM7UrE322UeCLys1GQ,42,0,0,0
y1SMdzjnl-G9y70RpfDY8A,42,0,0,0
y1rDf4fbpgJpA6NUpTNJgA,42,0,0,0
y2cfdcjs2aTpPJjbKyKdyA,42,0,0,0
y30-Azv_pNnJarz4zHZqaQ,42,0,0,0
y33bv7f43HfIbHjmkHl8BQ,42,0,0,0
y5JJVlWfEZoDhafzomVgSA,42,0.39038005,0.39038005,0
y5dAM9jOjdQBaHvz1YS0ig,42,0,0,0
y68DufBz04HzH8mB6-_F4g,42,0,0,0
y7AGOXeSOTNVROisSMgHfA,42,0.084408809,0.068893567,-0.015515242
y7G3rH0D2phnPvNnhv2Skg,42,0,0,0
y7H-4bWuX3eqC7C11DvQcA,42,0,0,0
y7gOYoY9hL3A84gjI7iulA,42,0,0,0
y7rUQ5HSh0awNduJITC9LQ,42,0,0,0
y7rs7Yqs_4_HzQ2sd_VTjg,42,0,0,0
y7vOFM6mOjNDIEyIrD60YA,42,0,0,0
y8LDMlCO4DH3W4aiaZZE4g,42,0.074282073,0.076674814,0.0023927411
y94FS7iXvZp9QISUc0F__Q,42,0,0,0
y9B_A0ZCE0SO3ut4OkUtOQ,42,0,0,0
y9lOGLOGcmC6jyh6lxUAEQ,42,0.070755761,0,-0.070755761
yA4rJVAFSJdYrADctutoYg,42,0,0,0
yA9lR4NXtsfTqpBS9TnzUA,42,0,0,0
yALX8yLSLMUUieEYjRwBpA,42,0,0,0
yBQEOTjFlZkjf3rcwDxAbA,42,0,0,0
yC9ht4Yr9pFZig7OZnl2eA,42,0.16569577,0.14704034,-0.018655425
yCF-T1t7ML7NC_ib4Yq4mw,42,0,0,0
yD2t9OfjMpt3zc772GznBg,42,0,0,0
yEDq0hDy8LG-T6NP-C1e8A,42,0,0,0
yEO8zA3aQQXvX4Sf9OfTug,42,0.24465054,0,-0.24465054
yESVHMBq-7GUbcVK4Z1LsA,42,0,0,0
yFfU9RkIc7rv2_BaWjiVQQ,42,0.14804096,0.29608191,0.14804096
yG1q9kH2Zj4OeWusHMQmSw,42,0.27487633,0.27487633,0
yG26a5NFLSKn4DffKcHIIQ,42,0,0,0
yG4Y5b_dfMxBj31XhA1dnQ,42,0.19635794,0.19635794,0
yGWX1h_xhMnSmnVl50uV9Q,42,0,0,0
yH4lGyg73D6oxSf4EDx8RQ,42,0,0,0
yHAFyRKk6asNz2-Wb0go4Q,42,0,0.072567831,0.072567831
yHJR23pt7vfcBSPU8UUsLw,42,0,0,0
yHMbchndK3HTsm6kSkKjcw,42,0,0,0
yHY5QyJmeVsywaKkCojU6Q,42,0,0,0
yHy4xIfrENhYptOScwqHUA,42,0,0,0
yImgETADLZY7hBJ6C4TLWg,42,0,0,0
yIsQ4qFCyY-clmlRwQlw_w,42,0.12011566,0.13090199,0.010786334
yJ-iqzaM9EKivFbS93WWFg,42,0.46927873,0.40655431,-0.06272442
yJIrJ-cx1nhcpJDLFRMybw,42,0,0,0
yJlJKlqrK1WsIEICdLTCBw,42,0,0,0
yJnEAA7iaN6yOjZoJCMX9g,42,0.46927873,0.13090199,-0.33837674
yL9FvC1zSA34RymTkNVTAg,42,0,0,0
yLOHrp1kv9Ut4-rFVDAN8w,42,0,0,0
yLRgfnhZZfNp7KASyRL6ZQ,42,0,0,0
yLqPde-MvBWg80j0c4DqbQ,42,0.46927873,0.23463936,-0.23463936
yLt1pqbQsRXMguOIId_aGA,42,0,0.090100009,0.090100009
yM2m1VixYSJBCwrTiqFADw,42,0.63092975,1,0.36907025
yMEsTtgZMnofpWkt7dC4pQ,42,0,0,0
yMR-l-GxjWtJbzn8agZ0Uw,42,0.35620719,0.35620719,0
yMlk3HBqiRi0-HIU2jtmIw,42,0,0.093618003,0.093618003
yNCMW7NP6X9BqlVaeY9j7Q,42,0,0,0
yNEuxv_oq2w2bVkMy7Gz6A,42,0,0,0
yOLXoEGrpIxsWGfihJjZFA,42,0,0,0
yOO5Dj4CU-UJsnVxsSpVPg,42,0,0,0
yOdpCMzWtgPcC1GqJoWGoA,42,0.61314719,0.61314719,0
yPa_4u6hcWEHkziHAeRapw,42,0,0,0
yQ9X1krk3L1TBckF8K95QQ,42,0,0,0
yQDeWccOtFb5CEbYwZ9XhA,42,0,0,0
yRWYLlW5gO2986PuD0RJtA,42,0,0,0
ySLN61LmMc9kjEleiLh72A,42,0,0,0
ySdQOT6sGt13SNsFjECEPA,42,0.085731318,0.04734668,-0.038384638
yTF8dNsYLJIDG2cPReFdzg,42,0,0,0
yT_yy03kzw4TYHb9kTQN6g,42,0,0,0
yTeGFm_Em9D73W9W0tR7_g,42,0,0,0
yXTJq5K4zlUraDzJvHNb4A,42,0,0,0
yZ-KypNrUUEhB-FgPl9efQ,42,0,0.25,0.25
yZEU7Kduli1FSlsOaQecgw,42,0,0,0
yZoOGwQl-lYlGfgI7XAfzQ,42,0,0,0
yZwgNBKJb6YFnS7_lo8pGg,42,0.31360152,0.15958908,-0.15401244
yZz14ST6gPAO6KkTvSy1Nw,42,0,0,0
y_LS2MZJB7J9fUfRtEkV_w,42,0,0,0
yaI_-iJ3P4KGfg0obUi1Qw,42,0,0,0
yaPtqlclr-iTIU2tKVCSMA,42,0.43719949,0.45997151,0.022772017
yab5bwtrszHnh6VT5l_3cA,42,0,0,0
yb5bQBhc0_Q9neoMSPAJvA,42,0,0,0
ybBtjH-YlOv_gWDcQuDK1A,42,0,0.14126697,0.14126697
ybk17mqDIGgeqtbd4X-e6A,42,0.073477391,0.042652305,-0.030825086
yc7Q9rmW9KnSbz5ad6x_jQ,42,0,0,0
ycHz6JUtQVsHoN4wq62ZbA,42,0,0,0
yd-PRvnG9tXxJDFo9Ohpvg,42,0,0,0
ydsAA_vB_SAuHWIjLmSbew,42,0.10549558,0.15101962,0.045524034
yeUN85YNAtJ3ORnkkGFALw,42,0,0,0
yenOtENGbT9W31wsFbeBiQ,42,0,0,0
yexCJ1nAbrGAYKKUvUogPA,42,0.08930562,0.13083037,0.041524749
ygP68TEDdmlJDyq_1in4UA,42,0,0,0
ygq7GSHI5hUCmsV9R3G6Tw,42,1,1,0
ygwgGRtq6G_0f7GD1Y334A,42,0,0,0
yh08LMJHrvoTghshxCsv8g,42,0,0,0
yhjqpVS22KBm2PruuorAwA,42,0.39038005,0.39038005,0
yi-iLaHZOluOpI6mYEXurQ,42,0,0,0
yjA6g4_5N0f3qV_yxM55Ug,42,0,0,0
ykBPSKopFL7Wm3hxpxdmjg,42,0,0,0
ylE_w4QR7JCz9cr9ub9l3A,42,0.063356191,0.16377338,0.10041719
ylNoap5vLFZCPIjwBIdnYA,42,0,0,0
ym8gfKa6LRG29uxkDdRQIA,42,0,0,0
ymvMTixxv0MlnM55uM0rOg,42,0,0,0
ynOKdr3bfj9MvTwhfis2rw,42,0,0,0
yobMLS23pTa4UydoJQL2hg,42,0,0,0
yonLnehnOp5fjWV2cFVqVA,42,0,0,0
yp3wpdHWP4I5HBWr5eon_Q,42,0,0,0
ypf85D0eBf6kDoj6f1rANw,42,0,0,0
yqDg60Ju-qNp1S7KJM4rhw,42,0,0,0
yqMtnToHQ5OrHTF9UAKerA,42,0,0,0
yqNQWHajXrmZWPil3oZnWQ,42,0,0,0
yqczn6cIwy-a-PSYAppFFQ,42,0,0,0
yrUiyDfq0_aD0VdrYHImKQ,42,0,0,0
yrhVSn8LiepmCUAJ8AG1_Q,42,0,0,0
ys26Cac6wDZr5cIzMRCa0A,42,0.31546488,0.28906483,-0.02640005
ys47WpP2diRD1NTnRxNXIQ,42,0,0,0
ysWiBod46KSZ5XdM40Br2A,42,0,0,0
yspPTDP2jFui6UuMj93c9w,42,0,0.059403433,0.059403433
ytCc56UktOXyXawkAUXrPg,42,0,0,0
ytoJFi6kdzFnohwsbdZg0A,42,0,0,0
yuvuuHmz7w9-J3fcJJHBUA,42,0,0,0
yvDDyApXeKFzrRcX1t7WiQ,42,0,0,0
yvjPeJrwuON1a9fx7emmgg,42,0,0,0
yw44nuXNx_omBzrFB6yiCA,42,0,0,0
ywNIZGZ_kkUStzx__jUYPA,42,0,0,0
yxFheLr6Drm62RSS11XbWw,42,0,0,0
yxOWlIYLJ0C0xZLGnhuZKg,42,0.28906483,0.63092975,0.34186493
yx_adZRzHmBqIvSF8Lv4tg,42,0,0,0
yxo6tOM_wZ-LmXrVGSlXdQ,42,0.070356803,0.074282073,0.0039252697
yxrDIW0b823PhQTZ0Q1KcA,42,0,0,0
yz0UbfAV5UJGcl_T9f0m0Q,42,0,0,0
z-7GwZS2la1xgIfTVBpe4g,42,0,0,0
z-OLTZksAmzTleHj7YfCWQ,42,0,0,0
z02XKjGqJMONH59_lUHlTQ,42,0,0,0
z0Sn8T1ZkbpavtfRBgkzWw,42,0.060161795,0.074148615,0.013986821
z0Sy2UYlDt7YfPOp0IpP-g,42,0.063518275,0.054384419,-0.0091338562
z16WRKWt5nXtQou3e_rV5A,42,0,0,0
z1wGT7x0qw6o-VA9uxXHFA,42,0,0,0
z2oMm9i7F0r_2_LwF8msZg,42,0,0,0
z4mUxbLP3AqNzHkupO4c0Q,42,0,0,0
z4ocevcFClKWY0g4lnfbMw,42,0,0,0
z5Yb7s_pfuZzvL_SId9-UQ,42,0,0,0
z5b_FAddlWhCURix1PyWWQ,42,0,0,0
z5k5FOeVhnB6dBm1jhaY_w,42,1,1,0
z5xFWjm-DT1fjCb8rcTN1Q,42,0,0,0
z6IkL07s9xa4Vq1v1ZWUtg,42,0,0,0
z7Es8lCJ2XAPlkoQnKgSdg,42,0,0,0
z7aCL4IJzBuo5nhLaUHavg,42,0,0,0
z7ghqh14j920qv2kcbncqA,42,0,0,0
z8XOkJ9UneWaP_KJ-3XWTg,42,0.27727343,0.36005461,0.082781187
z8at9rz17whEbR0WaBmcAA,42,0.15112262,0.16104259,0.0099199697
zBg1bsqP2NmD52tX0j18gw,42,0,0,0
zBqZR7MM5-5NJUXdpuwUjA,42,0,0,0
zC3F7O7K8QaF8syRtIInsQ,42,1,1,0
zCXl02lAcNr246bTzsYjtA,42,0,0,0
zDZIvIs5XOK7iQzcJ2oNlQ,42,0,0,0
zDxfpc6Xgca95GAfYrWxoA,42,0,0,0
zE6Ievj6V_6hEZV2AQ1LHA,42,0,0,0
zF5FyS1hdBv-ED3a3gZWPA,42,0,0,0
zF9448EbarUkUzOMHzyMZQ,42,0.23463936,0.29608191,0.061442548
zFIw7n8UCJ2InV20wXtWWw,42,0,0,0
zFoPD3N8-MKK7IKik_7_BA,42,0,0,0
zGhqU4fjAV7KxIaTHIrzDw,42,0,0,0
zI0XWEuUH9_dx0sjfyz59g,42,0.039621067,0.034062972,-0.0055580948
zI4FZJjiB9Thnw5CtDuNdw,42,0,0,0
zItunQlYgOQvOlJQXAvZsQ,42,0,0,0
zJ4MM5h-0Mb4VvO-WEskJg,42,0,0,0
zK6QHdr3-K4gp1Krr94dCA,42,0,0,0
zKC7q7L0TadZpTH20kQwug,42,0,0,0
zKL2TpZwQeOf5IxQYka9eQ,42,0.75274257,0.61314719,-0.13959537
zLBY91Mbj3wvi4JrANEDOw,42,0,0,0
zLDTEik9ymk7wo1VYYskzA,42,0,0,0
zLk1GqLWh0u4u-zHILI5dA,42,0,0,0
zLtGtF3yJrN9mIC4Nphh2g,42,0,0,0
zNwGnhYuzji-SG9W915_hw,42,1,1,0
zOZR3F-fLi9oP5_PHFlqeQ,42,0.34035898,0.33626283,-0.0040961496
zOg0wEW2adv_vwuYt1LHOw,42,0,0,0
zPC3ybXCUFPeV3IejMkT5g,42,0,0,0
zPPyxgbjhcy2tHo3F1jMXw,42,0,0,0
zQSOP_UiMsKAJrbfBux7Ow,42,0,0,0
zQp6CsFeQfO6OX4rHbN6sA,42,0,0,0
zRWeIJ5s2gMK85PZ-4QMeg,42,0,0,0
zRberopK8MjdtkJzOSHdrw,42,0,0,0
zSbwaVU-z5024d9E_AFYPw,42,0,0,0
zT5GBadM0lnBdt2ItulzcA,42,0,0,0
zTHDXwgIw5rqpnv4qUFyXg,42,0.61314719,0.38685281,-0.22629439
zTH_srTF8wSYXPJz7fGK-A,42,0,0,0
zTwwciNRMedBvUS3-_8h6g,42,0.38685281,0.38685281,0
zUk_Ww2q1At1QSyRbUjIGQ,42,0.19092087,0.30260241,0.11168155
zUxwIzn6ecfzH-W6kqW-hg,42,0,0,0
zV99rzBLsU5KUWd6oJhc-w,42,0,0,0
zVMyH0dm78YNADi6pCGFzA,42,0,0,0
zViwF4_TMPVus6I6t78SqQ,42,0,0,0
zWsGb4AbnxdrjUAWJtNR3w,42,0,0,0
zXufVxrInmTPOF8F-2qcnQ,42,0,0,0
zYtlZo1al5gHMRQviGFDgA,42,0,0,0
z_7BUfOwWj-RSX4DgbaDQg,42,0,0,0
zbtt4rw8-AZr0UgqcZaIZQ,42,0,0,0
zbuPDA8tCOFIbhqBEY2M4A,42,0,0,0
zdkVtQVBWVPITCLcxZEddA,42,0,0,0
zeHbJiDMQpfTjgNyZPvbhw,42,0,0,0
zeI_flqkFhz38fGTzP6UFA,42,0,0,0
zexRdACYzhpyu_byMWFzHQ,42,0,0,0
zfD3xhVNkGJs-AOOSslqtQ,42,1,1,0
zg6lm7DLKJArzFxLDILhwQ,42,0.10122861,0,-0.10122861
zhSt6_tGS0RQmUTG6Kb7jA,42,0,0,0
zisX6x_ifQL0qt3BcPd0og,42,0,0,0
zj_aFvu0CxfoHpdWv8aU2g,42,0,0,0
zkcUmQRycoejvxnkiIkLeg,42,0,0,0
zkcbs-0Tm-RyrigqFBc0nQ,42,0,0,0
zlaJpKg0HhgWrcus_lFFFQ,42,0,0,0
zmogIAJh4S3y6O1Aq01khA,42,0,0,0
zn-OG9W5oZrbrxi6H92wJA,42,0,0,0
znBcTh3VZXAq0BuuY4aa3Q,42,0,0,0
znJdrKZVvLEUnpur9hQLVw,42,0.27487633,0.27487633,0
zne046H1pIrf_BZOsk07bA,42,0,0,0
znqrMpQglRsGOYPeJlskeQ,42,0,0.11047239,0.11047239
zq6KZLkucmLvvP9G5327WA,42,0,0,0
zqF7qjRWkYQyjcIGc1DtEg,42,0,0.084790051,0.084790051
zqX7cyQoHdfaXydTDRfrFg,42,0,0,0
zr-8Zdm529G9EQrs1i3c8w,42,0,0,0
zrG1SLTPztz-qCSAGT62eA,42,0,0,0
zrhs2v7Lq_Gxw-xUf4mVVQ,42,0,0,0
zt0FvOuRJSu_olRZixNLAw,42,0,0,0
zt7JJXtyXv6ddg5iRQMiSQ,42,0,0,0
ztC-mhkE54z0aMimsr0vaw,42,0,0,0
ztDSO7DSGNtPN_XW5VFjvg,42,0.065440232,0.075973757,0.010533525
ztkJxENDU7ds5I-Un8IZrw,42,0,0,0
zvMv5OoXRXRAgZzmUJFg6Q,42,0,0,0
zvWk0tjgTM3ZUpVNgnHsRg,42,0.30260241,0.30260241,0
zvq6qxc2IVA08jaUelUMRw,42,0.079841335,0,-0.079841335
zwfqMSM8Or_Pw4VDM-nBcw,42,0.38685281,0.38685281,0
zwoU-BXEUJwZmf_f94G2oQ,42,0,0,0
zx2NkJtfSvJhid6rxvYMlg,42,0,0,0
zxSQ9j5Ec3Q1OI6Bj-Cl7g,42,0,0,0
zxeG7pecqW6SPGrYIP0HSg,42,0,0,0
zy7ul0w2K5S4RVi0urtQKw,42,0,0,0
zzW56xgATvt0CouuDYxkrA,42,0.16812754,0,-0.16812754
zzeRWIiPtuJNRBUcxe0Upw,42,0,0,0
-0TIxezdO7xXrkP7zXFd8Q,123,1,1,0
-3h48rG-sopyGDLu5bh4xQ,123,0,0,0
-4gIZlTNT0CA1VGl4BsHJA,123,0.2043824,0,-0.2043824
-4qa2JVDEC_QPVWcZ1nHkQ,123,0,0,0
-5X3pQ0XrdZqNU1LHQPnpg,123,0,0,0
-6VU46iNtnR8-rat3ONY1g,123,0,0,0
-7-C4zqNHbeDGL_62XKToA,123,0,0,0
-7Jz5rawtZ4EGf8QhDcAlg,123,0.16104283,0.1418689,-0.019173923
-7NO4luUI6dzpQ3ORf3NVw,123,0,0,0
-7_OQiwD8HojEj2qeRSIWw,123,0,0,0
-7jn_O7MFqhN7XCz4CoOIw,123,0,0,0
-8DhMYnu5gXInZEpuO4VlQ,123,0,0,0
-8Vf9roRMLb-_vxmM347Pg,123,0,0,0
-9OIms4jE1bdD1fz7AzAFA,123,0.13450944,0.093229392,-0.041280049
-AS4NLOxH22-hCLpXZzUAA,123,0,0,0
-AWA9IUFWgFHLO549geEbA,123,0,0,0
-A_vNNnNsjHiNHJYAweWoQ,123,0,0,0
-Av5_Ee5eXO1kz9etK_DIA,123,0,0.070356803,0.070356803
-AwZjQNFpCqc0bVNNyBqwg,123,0.14678688,0.092612208,-0.054174669
-Bc2fC2U5X-VOgd-L4n2DQ,123,0,0,0
-Bhu4EgFfhItSqyEhRE3Wg,123,0.093618003,0,-0.093618003
-Btcpcgv-2x9E-_hi34uYA,123,0,0,0
-DqEhMknM-vqqnKvodiwig,123,0,0,0
-EGwTiRaB0v4UZPhfFAxng,123,0,0,0
-ELJuOz6r-it0mIi1SmMOQ,123,0,0,0
-EzMyfoBHhWfu_Q7MYUM-Q,123,0,0,0
-FJePf48fLwDbvdtYgualw,123,0,0,0
-G7Zkl1wIWBBmD0KRy_sCw,123,0.14204004,0.089617287,-0.052422752
-HQIg9KJ2sn6rBNwuqZPRw,123,0,0,0
-Her419l4DCjSFey7UjmtA,123,0.44187221,0.30363139,-0.13824082
-J1J7E5pRAC8vqUGeZOjlA,123,0.26406812,0.61314719,0.34907907
-J2K2z10mYeMxzhl4Ag_1g,123,0,0,0
-JDG1VycyUKdX_bs7KvnYA,123,0,0,0
-KRmD4ofr1qOvhMk7jLZ0g,123,1,1,0
-LaL8s1Xg0jg2_lhrYlSUA,123,0,0,0
-MeResg7zWIywg7JwuMvaw,123,0,0,0
-NXMmOULp-kUv_LO1V6JVQ,123,0.061944032,0.075961619,0.014017587
-Od0vvWj3RISQ0pNBGqXnQ,123,0.20109523,0.1461968,-0.054898425
-Odn_q5uNPt52g8nBWl6SA,123,0,0,0
-Oyi4dDuax3yGa-Pnyf9jg,123,0,0,0
-P7w7MuldCRPhTtOMc2Srg,123,0.46927873,0.46927873,0
-PHhewouMe4OcObjdqBWAA,123,0.044808644,0.044808644,0
-Pe7q2T-q3lOEnn8ncgsYQ,123,0,0,0
-RK5cUoeO-0Gm35RxNHrEQ,123,0,0,0
-RXXJeHviyE3kdZFtT3r7g,123,0,0,0
-Rocdfu1eqSbyqCEBvOzDw,123,0,0,0
-UQXVqJvkohMjGfZeDFDOA,123,0,0,0
-W89ndsvFdDdn01cyN68WQ,123,0,0,0
-WfqJ7YCqZOWopsrFQTBCQ,123,0.5,0.63092975,0.13092975
-WiBjLZdA3fC6sZ3Biv78A,123,0,0,0
-Y27dKYxj66xXBPq2m6urQ,123,0,0,0
-Yc59VoMlMPmx65NY6pCWA,123,0,0,0
-Yiza03tQfakAYkHUPUtxw,123,0,0,0
-Z69J2TrHTz8zUKbx6e4Cw,123,0,0,0
-_Lfm5bztNCYXaBmrqY7tA,123,0.044552575,0.15301136,0.10845879
-_dkddkIz2_KusAQuZiS6Q,123,0.21398626,0.33916021,0.12517394
-_vHoVyXXRm571TG6a8q_A,123,0,0,0
-a0qNtjQPRhS8wbuDxoO1g,123,0,0,0
-bE9ajKOZ5CuQy8zOF_DmA,123,0.27511249,0.32356428,0.04845179
-cWBOFyS3I3SSTSiaix7Rg,123,0,0,0
-dQxCeIDHcrstcOzw0D_uw,123,0,0,0
-dWt1gg4hzYTUc6XcLZn2Q,123,0,0,0
-diePajeU2qg_MKPEo92kw,123,0,0,0
-dnERQYQCDVZFMMuh7bBDg,123,0,0,0
-ek3DshZyeJp9oXcncRxqQ,123,0.17103308,0.17723929,0.0062062027
-eqMWzdq_S0JwDgETX_PhQ,123,0,0,0
-evsv79Pnaztd_SRjxwYaw,123,0.23811292,0.22533305,-0.012779869
-fGhtQIddNvy1gEgMBOZMg,123,0,0,0
-foYCv84A0n0HmsrDEAhtw,123,0.12011566,0.12681702,0.006701361
-h6w8C_5RUJfz_TsF2BXXQ,123,0,0,0
-hamNUJcfmeYObvM5Wlgyw,123,0,0,0
-hcJTLMT3neN4aX6VufnmA,123,0,0,0
-hl9iBp1KUh0CM3W8y9Scw,123,0,0,0
-i0naVgAra7wMYSFaFNEgg,123,0,0,0
-jXt65pdvrH_0BwP40M_Cw,123,0,0,0
-jt1ACMiZljnBFvS6RRvnA,123,0.33916021,0.33916021,0
-kDpJFEVRpoAzxJA9FFwTg,123,0,0,0
-kKGZIXpI_K-owqYG52xvg,123,0,0,0
-kkHPNvc4dxBHmYgHCNVfQ,123,0,0,0
-krlwlOuu1xKQoCBz9fpWQ,123,0,0,0
-ldK3alDCuMPvsfdC_EBJQ,123,0,0,0
-miyp-5ZQpqGcxkUZuWRqg,123,0,0,0
-mjJ1yEXgmdr4mM_diOnAQ,123,0,0,0
-oHw7ZmproTM7rmgWod7AQ,123,0,0,0
-pfPBJzVB-EBwaFX8B59gQ,123,0,0,0
-pq4djP4i-rWR1XplXqC3A,123,0,0,0
-q-TYZYa7o-zyKzAvgChyw,123,0.20736123,0.059940838,-0.14742039
-qSMDYNTBCJk1N-aX1mP3A,123,0,0,0
-qzdU0_NywmtPDB6WObYVQ,123,0,0,0
-rQ706URCVoMAIn-cq1x2Q,123,0,0,0
-rw9_TTO1XN4qD6-ex8yCw,123,0,0,0
-sLCSjCUUXvO6cRbx4OiLg,123,0,0,0
-sgySGhEoP9fbzDcQMu5Lw,123,0,0,0
-sjdj9gPpuYmxg01_HWXFg,123,0,0,0
-sqSE7B2LoPNRW2PEJ0nlw,123,0,0,0
-wdWkg4IczkFTL1eSb_Vsw,123,0.27487633,0.27487633,0
-wksA6A9WjBk0t906rPLbw,123,0,0,0
-x1516ZG5GllZiBjDQlRkA,123,0,0,0
-xTAmslBDE_mq-6Kbxieag,123,0.63092975,0.5,-0.13092975
-xUVxZKsUFeQwKUHIQjjEw,123,0,0,0
-xotbvscTK8t19mittfplg,123,0,0.080419271,0.080419271
-xuT4DxjU5z_4uf5_zfY6w,123,0,0,0
-y4O_E79Z6QwEI1p4OU_0w,123,0.13927874,0.11230528,-0.026973462
-y6w2PD8lOd5h2H7oI0x9A,123,0.31546488,0.33333333,0.017868457
-zs2jcSRATTp83tiQbuJPQ,123,0,0,0
0-8rHexnylRxhSO_KH5-rw,123,0,0,0
00njy47jpw8fW40DOcrEew,123,0.11706259,0.13032377,0.013261173
01W5YuohCa2DdGC9SkqQ7g,123,0,0.25595802,0.25595802
026bdRWmyIyer8gZqFqtmQ,123,0,0,0
02H49g16MdRoZKoX6IEoFA,123,0,0,0
030xaqW2akhXYFdmOTmEng,123,0,0,0
0366_vHAffRsuWFchSESog,123,0,0,0
03F1c27jkAikld3z5tSdpQ,123,0,0,0
03SUs_1GmkwRMzZjHtfpEg,123,0,0,0
050uqsM7olbVzR_c_bKZ5w,123,0,0,0
05VClQnGnJKIGV_38wGYjw,123,0,0,0
0632IU4j4dAwLqCOQqfCGg,123,0.12011566,0.15642624,0.036310586
06ciNUNchmjY6FUlmcuqPw,123,0,0,0
